surah_no,surah_name_en,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,place_of_revelation,sajah_ayah,no_of_word_ayah
17,The Night Journey,Al-Isra,88,2117,"Say, ˹O Prophet,˺ “If ˹all˺ humans and jinn were to come together to produce the equivalent of this Quran, they could not produce its equal, no matter how they supported each other.”",249,15,4,116,Meccan,FALSE,19
17,The Night Journey,Al-Isra,89,2118,"And We have truly set forth every ˹kind of˺ lesson for humanity in this Quran, yet most people persist in disbelief.",249,15,4,116,Meccan,FALSE,14
17,The Night Journey,Al-Isra,90,2119,"They challenge ˹the Prophet˺, “We will never believe in you until you cause a spring to gush forth from the earth for us,",249,15,4,116,Meccan,FALSE,10
17,The Night Journey,Al-Isra,91,2120,"or until you have a garden of palm trees and vineyards, and cause rivers to flow abundantly in it,",249,15,4,116,Meccan,FALSE,11
17,The Night Journey,Al-Isra,92,2121,"or cause the sky to fall upon us in pieces, as you have claimed, or bring Allah and the angels before us, face to face,",249,15,4,116,Meccan,FALSE,12
17,The Night Journey,Al-Isra,93,2122,"or until you have a house of gold, or you ascend into heaven—and even then we will not believe in your ascension until you bring down to us a book that we can read.” Say, “Glory be to my Lord! Am I not only a human messenger?”",249,15,4,116,Meccan,FALSE,27
17,The Night Journey,Al-Isra,94,2123,And nothing has prevented people from believing when guidance comes to them except their protest: “Has Allah sent a human as a messenger?”,250,15,4,116,Meccan,FALSE,15
17,The Night Journey,Al-Isra,95,2124,"Say, ˹O Prophet,˺ “Had there been angels walking the earth, well settled, We would have surely sent down for them an angel from heaven as a messenger.”",250,15,4,116,Meccan,FALSE,14
17,The Night Journey,Al-Isra,96,2125,"Say, “Sufficient is Allah as a Witness between me and you. He is certainly All-Knowing, All-Seeing of His servants.”",250,15,4,116,Meccan,FALSE,12
17,The Night Journey,Al-Isra,97,2126,"Whoever Allah guides is truly guided. And whoever He leaves to stray, you will find no guardians for them besides Him. And We will drag them on their faces on the Day of Judgment—deaf, dumb, and blind. Hell will be their home. Whenever it dies down, We will flare it up for them.",250,15,4,116,Meccan,FALSE,31
17,The Night Journey,Al-Isra,98,2127,"That is their reward for rejecting Our signs and asking ˹mockingly˺, “When we are reduced to bones and ashes, will we really be raised as a new creation?”",250,15,4,116,Meccan,FALSE,14
17,The Night Journey,Al-Isra,99,2128,"Have they not realized that Allah, Who created the heavens and the earth, can ˹easily˺ re-create them? He has ˹already˺ set for them a time, about which there is no doubt. But the wrongdoers persist in denial.",250,15,4,117,Meccan,FALSE,24
17,The Night Journey,Al-Isra,100,2129,"Say ˹to them, O  Prophet˺, “Even if you were to possess the ˹infinite˺ treasuries of my Lord’s mercy, then you would certainly withhold ˹them˺, fearing they would run out—for humankind is ever stingy!”",250,15,4,117,Meccan,FALSE,15
17,The Night Journey,Al-Isra,101,2130,"We surely gave Moses nine clear signs. ˹You, O  Prophet, can˺ ask the Children of Israel. When Moses came to them, Pharaoh said to him, “I really think that you, O  Moses, are bewitched.”",251,15,4,117,Meccan,FALSE,19
17,The Night Journey,Al-Isra,102,2131,"Moses replied, “You know well that none has sent these ˹signs˺ down except the Lord of the heavens and the earth as insights. And I really think that you, O  Pharaoh, are doomed.”",251,15,4,117,Meccan,FALSE,15
17,The Night Journey,Al-Isra,103,2132,"So Pharaoh wanted to scare the Israelites out of the land ˹of Egypt˺, but We drowned him and all of those with him.",251,15,4,117,Meccan,FALSE,9
17,The Night Journey,Al-Isra,104,2133,"And We said to the Children of Israel after Pharaoh, “Reside in the land, but when the promise of the Hereafter comes to pass, We will bring you all together.”",251,15,4,117,Meccan,FALSE,14
17,The Night Journey,Al-Isra,105,2134,"We have sent down the Quran in truth, and with the truth it has come down. We have sent you ˹O Prophet˺ only as a deliverer of good news and a warner.",251,15,4,117,Meccan,FALSE,10
17,The Night Journey,Al-Isra,106,2135,˹It is˺ a Quran We have revealed in stages so that you may recite it to people at a deliberate pace. And We have sent it down in successive revelations.,251,15,4,117,Meccan,FALSE,9
17,The Night Journey,Al-Isra,107,2136,"Say, ˹O Prophet,˺ “Believe in this ˹Quran˺, or do not. Indeed, when it is recited to those who were gifted with knowledge before it ˹was revealed˺, they fall upon their faces in prostration,",251,15,4,117,Meccan,FALSE,19
17,The Night Journey,Al-Isra,108,2137,"and say, ‘Glory be to our Lord! Surely the promise of our Lord has been fulfilled.’",251,15,4,117,Meccan,FALSE,8
17,The Night Journey,Al-Isra,109,2138,"And they fall down upon their faces weeping, and it increases them in humility.”",251,15,4,117,Meccan,TRUE,6
17,The Night Journey,Al-Isra,110,2139,"Say, ˹O Prophet,˺ “Call upon Allah or call upon the Most Compassionate—whichever you call, He has the Most Beautiful Names.” Do not recite your prayers too loudly or silently, but seek a way between.",251,15,4,117,Meccan,FALSE,24
17,The Night Journey,Al-Isra,111,2140,"And say, “All praise is for Allah, Who has never had ˹any˺ offspring; And revere Him immensely.”",251,15,4,117,Meccan,FALSE,22
18,The Cave,Al-Kahf,1,2141,"All praise is for Allah Who has revealed the Book to His servant, allowing no crookedness in it,",252,15,4,117,Meccan,FALSE,12
18,The Cave,Al-Kahf,2,2142,"˹making it˺ perfectly upright, to warn ˹the disbelievers˺ of a severe torment from Him; to give good news to the believers—who do good—that they will have a fine reward,",252,15,4,117,Meccan,FALSE,15
18,The Cave,Al-Kahf,3,2143,in which they will remain forever;,252,15,4,117,Meccan,FALSE,3
18,The Cave,Al-Kahf,4,2144,"and to warn those who claim, “Allah has offspring.”",252,15,4,117,Meccan,FALSE,6
18,The Cave,Al-Kahf,5,2145,"They have no knowledge of this, nor did their forefathers. What a terrible claim that comes out of their mouths! They say nothing but lies.",252,15,4,117,Meccan,FALSE,18
18,The Cave,Al-Kahf,6,2146,"Now, perhaps you ˹O Prophet˺ will grieve yourself to death over their denial, if they ˹continue to˺ disbelieve in this message.",252,15,4,117,Meccan,FALSE,11
18,The Cave,Al-Kahf,7,2147,"We have indeed made whatever is on earth as an adornment for it, in order to test which of them is best in deeds.",252,15,4,117,Meccan,FALSE,11
18,The Cave,Al-Kahf,8,2148,And We will certainly reduce whatever is on it to barren ground.,252,15,4,117,Meccan,FALSE,6
18,The Cave,Al-Kahf,9,2149,Have you ˹O Prophet˺ thought that the people of the cave and the plaque were ˹the only˺ wonders of Our signs?,252,15,4,117,Meccan,FALSE,10
18,The Cave,Al-Kahf,10,2150,"˹Remember˺ when those youths took refuge in the cave, and said, “Our Lord! Grant us mercy from Yourself and guide us rightly through our ordeal.”",252,15,4,117,Meccan,FALSE,16
18,The Cave,Al-Kahf,11,2151,"So We caused them to fall into a dead sleep in the cave for many years,",252,15,4,117,Meccan,FALSE,7
18,The Cave,Al-Kahf,12,2152,then We raised them so We may show which of the two groups would make a better estimation of the length of their stay.,252,15,4,117,Meccan,FALSE,9
18,The Cave,Al-Kahf,13,2153,"We relate to you ˹O Prophet˺ their story in truth. They were youths who truly believed in their Lord, and We increased them in guidance.",253,15,4,117,Meccan,FALSE,12
18,The Cave,Al-Kahf,14,2154,"And We strengthened their hearts when they stood up and declared, “Our Lord is the Lord of the heavens and the earth. We will never call upon any god besides Him, or we would truly be uttering an outrageous lie.”",253,15,4,117,Meccan,FALSE,20
18,The Cave,Al-Kahf,15,2155,"˹Then they said to one another,˺ “These people of ours have taken gods besides Him. Why do they not produce a clear proof of them? Who then does more wrong than those who fabricate lies against Allah?",253,15,4,117,Meccan,FALSE,20
18,The Cave,Al-Kahf,16,2156,"Since you have distanced yourselves from them and what they worship besides Allah, take refuge in the cave. Your Lord will extend His mercy to you and accommodate you in your ordeal.”",253,15,4,117,Meccan,FALSE,19
18,The Cave,Al-Kahf,17,2157,"And you would have seen the sun, as it rose, inclining away from their cave to the right, and as it set, declining away from them to the left, while they lay in its open space. That is one of the signs of Allah. Whoever Allah guides is truly guided. But whoever He leaves to stray, you will never find for them a guiding mentor.",253,15,4,118,Meccan,FALSE,38
18,The Cave,Al-Kahf,18,2158,"And you would have thought they were awake, though they were asleep. We turned them over, to the right and left, while their dog stretched his forelegs at the entrance. Had you looked at them, you would have certainly fled away from them, filled with horror.",254,15,4,118,Meccan,FALSE,25
18,The Cave,Al-Kahf,19,2159,"And so We awakened them so that they might question one another. One of them exclaimed, “How long have you remained ˹asleep˺?” Some replied, “Perhaps a day, or part of a day.” They said ˹to one another˺, “Your Lord knows best how long you have remained. So send one of you with these silver coins of yours to the city, and let him find which food is the purest, and then bring you provisions from it. Let him be ˹exceptionally˺ cautious, and do not let him give you away.",254,15,4,118,Meccan,FALSE,41
18,The Cave,Al-Kahf,20,2160,"For, indeed, if they find out about you, they will stone you ˹to death˺, or force you back into their faith, and then you will never succeed.”",254,15,4,118,Meccan,FALSE,13
18,The Cave,Al-Kahf,21,2161,"That is how We caused them to be discovered so that their people might know that Allah’s promise ˹of resurrection˺ is true and that there is no doubt about the Hour. some proposed, “Build a structure around them. Their Lord knows best about them.” Those who prevailed in the matter said, “We will surely build a place of worship over them.”",254,15,4,118,Meccan,FALSE,35
18,The Cave,Al-Kahf,22,2162,"Some will say, “They were three, their dog was the fourth,” while others will say, “They were five, their dog was the sixth,” ˹only˺ guessing blindly. And others will say, “They were seven and their dog was the eighth.” Say, ˹O Prophet,˺ “My Lord knows best their ˹exact˺ number. Only a few people know as well.” So do not argue about them except with sure knowledge, nor consult any of those ˹who debate˺ about them.",254,15,4,118,Meccan,FALSE,36
18,The Cave,Al-Kahf,23,2163,"And never say of anything, “I will definitely do this tomorrow,”",255,15,4,118,Meccan,FALSE,7
18,The Cave,Al-Kahf,24,2164,"without adding, “if Allah so wills!” But if you forget, then remember your Lord, and say, “I trust my Lord will guide me to what is more right than this.”",255,15,4,118,Meccan,FALSE,18
18,The Cave,Al-Kahf,25,2165,"They had remained in their cave for three hundred years, adding nine.",255,15,4,118,Meccan,FALSE,8
18,The Cave,Al-Kahf,26,2166,"Say, ˹O Prophet,˺ “Allah knows best how long they stayed. With Him ˹alone˺ is ˹the knowledge of˺ the unseen of the heavens and the earth. How perfectly He hears and sees! They have no guardian besides Him, and He shares His command with none.”",255,15,4,118,Meccan,FALSE,26
18,The Cave,Al-Kahf,27,2167,"Recite what has been revealed to you from the Book of your Lord. None can change His Words, nor can you find any refuge besides Him.",255,15,4,118,Meccan,FALSE,16
18,The Cave,Al-Kahf,28,2168,"And patiently stick with those who call upon their Lord morning and evening, seeking His pleasure. Do not let your eyes look beyond them, desiring the luxuries of this worldly life. And do not obey those whose hearts We have made heedless of Our remembrance, who follow ˹only˺ their desires and whose state is ˹total˺ loss.",255,15,4,118,Meccan,FALSE,32
18,The Cave,Al-Kahf,29,2169,"And say, ˹O Prophet,˺ “˹This is˺ the truth from your Lord. Whoever wills let them believe, and whoever wills let them disbelieve.” Surely We have prepared for the wrongdoers a Fire whose walls will ˹completely˺ surround them. When they cry for aid, they will be aided with water like molten metal, which will burn ˹their˺ faces. What a horrible drink! And what a terrible place to rest!",255,15,4,118,Meccan,FALSE,32
18,The Cave,Al-Kahf,30,2170,"As for those who believe and do good, We certainly never deny the reward of those who are best in deeds.",255,15,4,118,Meccan,FALSE,12
18,The Cave,Al-Kahf,31,2171,"It is they who will have the Gardens of Eternity, with rivers flowing under their feet. There they will be adorned with bracelets of gold, and wear green garments of fine silk and rich brocade, reclining there on ˹canopied˺ couches. What a marvellous reward! And what a fabulous place to rest!",255,15,4,118,Meccan,FALSE,29
18,The Cave,Al-Kahf,32,2172,"Give them ˹O Prophet˺ an example of two men. To ˹the disbelieving˺ one We gave two gardens of grapevines, which We surrounded with palm trees and placed ˹various˺ crops in between.",256,15,4,119,Meccan,FALSE,15
18,The Cave,Al-Kahf,33,2173,"Each garden yielded ˹all˺ its produce, never falling short. And We caused a river to flow between them.",256,15,4,119,Meccan,FALSE,12
18,The Cave,Al-Kahf,34,2174,"And he had other resources ˹as well˺. So he boasted to a ˹poor˺ companion of his, while conversing with him, “I am greater than you in wealth and superior in manpower.”",256,15,4,119,Meccan,FALSE,13
18,The Cave,Al-Kahf,35,2175,"And he entered his property, while wronging his soul, saying, “I do not think this will ever perish,",256,15,4,119,Meccan,FALSE,12
18,The Cave,Al-Kahf,36,2176,"nor do I think the Hour will ˹ever˺ come. And if in fact I am returned to my Lord, I will definitely get a far better outcome than ˹all˺ this.”",256,15,4,119,Meccan,FALSE,12
18,The Cave,Al-Kahf,37,2177,"His ˹believing˺ companion replied, while conversing with him, “Do you disbelieve in the One Who created you from dust, then ˹developed you˺ from a sperm-drop, then formed you into a man?",256,15,4,119,Meccan,FALSE,16
18,The Cave,Al-Kahf,38,2178,"But as for me: He is Allah, my Lord, and I will never associate anyone with my Lord ˹in worship˺.",256,15,4,119,Meccan,FALSE,8
18,The Cave,Al-Kahf,39,2179,"If only you had said, upon entering your property, ‘This is what Allah has willed! There is no power except with Allah!’ Even though you see me inferior to you in wealth and offspring,",256,15,4,119,Meccan,FALSE,20
18,The Cave,Al-Kahf,40,2180,"perhaps my Lord will grant me ˹something˺ better than your garden, and send down upon your garden a thunderbolt from the sky, turning it into a barren waste.",256,15,4,119,Meccan,FALSE,15
18,The Cave,Al-Kahf,41,2181,"Or its water may sink ˹into the earth˺, and then you will never be able to seek it out.”",256,15,4,119,Meccan,FALSE,8
18,The Cave,Al-Kahf,42,2182,"And so all his produce was ˹totally˺ ruined, so he started to wring his hands for all he had spent on it, while it had collapsed on its trellises. He cried, “Alas! I wish I had never associated anyone with my Lord ˹in worship˺!”",256,15,4,119,Meccan,FALSE,19
18,The Cave,Al-Kahf,43,2183,"And he had no manpower to help him against Allah, nor could he ˹even˺ help himself.",256,15,4,119,Meccan,FALSE,11
18,The Cave,Al-Kahf,44,2184,"At this time, support comes ˹only˺ from Allah—the True ˹Lord˺. He is best in reward and best in outcome.",256,15,4,119,Meccan,FALSE,10
18,The Cave,Al-Kahf,45,2185,"And give them a parable of this worldly life. ˹It is˺ like the plants of the earth, thriving when sustained by the rain We send down from the sky. Then they ˹soon˺ turn into chaff scattered by the wind. And Allah is fully capable of ˹doing˺ all things.",257,15,4,119,Meccan,FALSE,24
18,The Cave,Al-Kahf,46,2186,"Wealth and children are the adornment of this worldly life, but the everlasting good deeds are far better with your Lord in reward and in hope.",257,15,4,119,Meccan,FALSE,14
18,The Cave,Al-Kahf,47,2187,"˹Beware of˺ the Day We will blow the mountains away, and you will see the earth laid bare. And We will gather all ˹humankind˺, leaving none behind.",257,15,4,119,Meccan,FALSE,11
18,The Cave,Al-Kahf,48,2188,"They will be presented before your Lord in rows, ˹and the deniers will be told,˺ “You have surely returned to Us ˹all alone˺ as We created you the first time, although you ˹always˺ claimed that We would never appoint a time for your return.”",257,15,4,119,Meccan,FALSE,17
18,The Cave,Al-Kahf,49,2189,"And the record ˹of deeds˺ will be laid ˹open˺, and you will see the wicked in fear of what is ˹written˺ in it. They will cry, “Woe to us! What kind of record is this that does not leave any sin, small or large, unlisted?” They will find whatever they did present ˹before them˺. And your Lord will never wrong anyone.",257,15,4,119,Meccan,FALSE,29
18,The Cave,Al-Kahf,50,2190,"And ˹remember˺ when We said to the angels, “Prostrate before Adam,” so they all did—but not Iblis, who was one of the jinn, but he rebelled against the command of his Lord. Would you then take him and his descendants as patrons instead of Me, although they are your enemy? What an evil alternative for the wrongdoers ˹to choose˺!",258,15,4,119,Meccan,FALSE,28
18,The Cave,Al-Kahf,51,2191,"I never called them to witness the creation of the heavens and the earth or ˹even˺ their own creation, nor would I take the misleaders as helpers.",258,15,4,120,Meccan,FALSE,14
18,The Cave,Al-Kahf,52,2192,"And ˹beware of˺ the Day He will say, “Call upon those you claimed were My associate-gods.” So they will call them, but will receive no response. And We will make them ˹all˺ share in the same doom.",258,15,4,120,Meccan,FALSE,13
18,The Cave,Al-Kahf,53,2193,"The wicked will see the Fire and realize that they are bound to fall into it, and will find no way to avoid it.",258,15,4,120,Meccan,FALSE,10
18,The Cave,Al-Kahf,54,2194,"We have surely set forth in this Quran every ˹kind of˺ lesson for people, but humankind is the most argumentative of all beings.",259,15,4,120,Meccan,FALSE,15
18,The Cave,Al-Kahf,55,2195,And nothing prevents people from believing when guidance comes to them and from seeking their Lord’s forgiveness except ˹their demand˺ to meet the same fate of earlier deniers or that the torment would confront them face to face.,259,15,4,120,Meccan,FALSE,19
18,The Cave,Al-Kahf,56,2196,"We do not send the messengers except as deliverers of good news and warners. But the disbelievers argue in falsehood, ˹hoping˺ to discredit the truth with it, and make a mockery of My revelations and warnings.",259,15,4,120,Meccan,FALSE,20
18,The Cave,Al-Kahf,57,2197,"And who does more wrong than those who, when reminded of their Lord’s revelations, turn away from them and forget what their own hands have done? We have certainly cast veils over their hearts—leaving them unable to comprehend this ˹Quran˺—and deafness in their ears. And if you ˹O Prophet˺ invite them to ˹true˺ guidance, they will never be ˹rightly˺ guided.",259,15,4,120,Meccan,FALSE,32
18,The Cave,Al-Kahf,58,2198,"Your Lord is the All-Forgiving, Full of Mercy. If He were to seize them ˹immediately˺ for what they commit, He would have certainly hastened their punishment. But they have an appointed time, from which they will find no refuge.",259,15,4,120,Meccan,FALSE,21
18,The Cave,Al-Kahf,59,2199,"Those ˹are the˺ societies We destroyed when they persisted in wrong, and We had set a time for their destruction.",259,15,4,120,Meccan,FALSE,8
18,The Cave,Al-Kahf,60,2200,"And ˹remember˺ when Moses said to his young assistant, “I will never give up until I reach the junction of the two seas, even if I travel for ages.”",260,15,4,120,Meccan,FALSE,13
18,The Cave,Al-Kahf,61,2201,"But when they ˹finally˺ reached the point where the seas met, they forgot their ˹salted˺ fish, and it made its way into the sea, slipping away ˹wondrously˺.",260,15,4,120,Meccan,FALSE,11
18,The Cave,Al-Kahf,62,2202,"When they had passed further, he said to his assistant, “Bring us our meal! We have certainly been exhausted by today’s journey.”",260,15,4,120,Meccan,FALSE,12
18,The Cave,Al-Kahf,63,2203,"He replied, “Do you remember when we rested by the rock? ˹That is when˺ I forgot the fish. None made me forget to mention this except Satan. And the fish made its way into the sea miraculously.”",260,15,4,120,Meccan,FALSE,21
18,The Cave,Al-Kahf,64,2204,"Moses responded, “That is ˹exactly˺ what we were looking for.” So they returned, retracing their footsteps.",260,15,4,120,Meccan,FALSE,10
18,The Cave,Al-Kahf,65,2205,"There they found a servant of Ours, to whom We had granted mercy from Us and enlightened with knowledge of Our Own.",260,15,4,120,Meccan,FALSE,12
18,The Cave,Al-Kahf,66,2206,"Moses said to him, “May I follow you, provided that you teach me some of the right guidance you have been taught?”",260,15,4,120,Meccan,FALSE,11
18,The Cave,Al-Kahf,67,2207,"He said, “You certainly cannot be patient ˹enough˺ with me.",260,15,4,120,Meccan,FALSE,6
18,The Cave,Al-Kahf,68,2208,And how can you be patient with what is beyond your ˹realm of˺ knowledge?”,260,15,4,120,Meccan,FALSE,8
18,The Cave,Al-Kahf,69,2209,"Moses assured ˹him˺, “You will find me patient, Allah willing, and I will not disobey any of your orders.”",260,15,4,120,Meccan,FALSE,10
18,The Cave,Al-Kahf,70,2210,"He responded, “Then if you follow me, do not question me about anything until I ˹myself˺ clarify it for you.”",260,15,4,120,Meccan,FALSE,12
18,The Cave,Al-Kahf,71,2211,"So they set out, but after they had boarded a ship, the man made a hole in it. Moses protested, “Have you done this to drown its people? You have certainly done a terrible thing!”",261,15,4,120,Meccan,FALSE,16
18,The Cave,Al-Kahf,72,2212,"He replied, “Did I not say that you cannot have patience with me?”",261,15,4,120,Meccan,FALSE,8
18,The Cave,Al-Kahf,73,2213,"Moses pleaded, “Excuse me for forgetting, and do not be hard on me.”",261,15,4,120,Meccan,FALSE,10
18,The Cave,Al-Kahf,74,2214,"So they proceeded until they came across a boy, and the man killed him. Moses protested, “Have you killed an innocent soul, who killed no one? You have certainly done a horrible thing.”",261,15,4,120,Meccan,FALSE,16
18,The Cave,Al-Kahf,75,2215,"He answered, “Did I not tell you that you cannot have patience with me?”",261,16,4,121,Meccan,FALSE,10
18,The Cave,Al-Kahf,76,2216,"Moses replied, “If I ever question you about anything after this, then do not keep me in your company, for by then I would have given you enough of an excuse.”",261,16,4,121,Meccan,FALSE,14
18,The Cave,Al-Kahf,77,2217,"So they moved on until they came to the people of a town. They asked them for food, but the people refused to give them hospitality. There they found a wall ready to collapse, so the man set it right. Moses protested, “If you wanted, you could have demanded a fee for this.”",261,16,4,121,Meccan,FALSE,25
18,The Cave,Al-Kahf,78,2218,"He replied, “This is the parting of our ways. I will explain to you what you could not bear patiently.",261,16,4,121,Meccan,FALSE,13
18,The Cave,Al-Kahf,79,2219,"“As for the ship, it belonged to some poor people, working at sea. So I intended to damage it, for there was a ˹tyrant˺ king ahead of them who seizes every ˹good˺ ship by force.",261,16,4,121,Meccan,FALSE,17
18,The Cave,Al-Kahf,80,2220,"“And as for the boy, his parents were ˹true˺ believers, and we feared that he would pressure them into defiance and disbelief.",261,16,4,121,Meccan,FALSE,10
18,The Cave,Al-Kahf,81,2221,"So we hoped that their Lord would give them another, more virtuous and caring in his place.",261,16,4,121,Meccan,FALSE,9
18,The Cave,Al-Kahf,82,2222,"“And as for the wall, it belonged to two orphan boys in the city, and under the wall was a treasure that belonged to them, and their father had been a righteous man. So your Lord willed that these children should come of age and retrieve their treasure, as a mercy from your Lord. I did not do it ˹all˺ on my own. This is the explanation of what you could not bear patiently.”",261,16,4,121,Meccan,FALSE,37
18,The Cave,Al-Kahf,83,2223,"They ask you ˹O Prophet˺ about Ⱬul-Qarnain. Say, “I will relate to you something of his narrative.”",262,16,4,121,Meccan,FALSE,10
18,The Cave,Al-Kahf,84,2224,"Surely We established him in the land, and gave him the means to all things.",262,16,4,121,Meccan,FALSE,10
18,The Cave,Al-Kahf,85,2225,"So he travelled a course,",262,16,4,121,Meccan,FALSE,2
18,The Cave,Al-Kahf,86,2226,"until he reached the setting ˹point˺ of the sun, which appeared to him to be setting in a spring of murky water, where he found some people. We said, “O Ⱬul-Qarnain! Either punish them or treat them kindly.”",262,16,4,121,Meccan,FALSE,25
18,The Cave,Al-Kahf,87,2227,"He responded, “Whoever does wrong will be punished by us, then will be returned to their Lord, Who will punish them with a horrible torment.",262,16,4,121,Meccan,FALSE,13
18,The Cave,Al-Kahf,88,2228,"As for those who believe and do good, they will have the finest reward, and we will assign them easy commands.”",262,16,4,121,Meccan,FALSE,14
18,The Cave,Al-Kahf,89,2229,Then he travelled a ˹different˺ course,262,16,4,121,Meccan,FALSE,3
18,The Cave,Al-Kahf,90,2230,until he reached the rising ˹point˺ of the sun. He found it rising on a people for whom We had provided no shelter from it.,262,16,4,121,Meccan,FALSE,15
18,The Cave,Al-Kahf,91,2231,So it was. And We truly had full knowledge of him.,262,16,4,121,Meccan,FALSE,6
18,The Cave,Al-Kahf,92,2232,Then he travelled a ˹third˺ course,262,16,4,121,Meccan,FALSE,3
18,The Cave,Al-Kahf,93,2233,until he reached ˹a pass˺ between two mountains. He found in front of them a people who could hardly understand ˹his˺ language.,262,16,4,121,Meccan,FALSE,13
18,The Cave,Al-Kahf,94,2234,"They pleaded, “O Ⱬul-Qarnain! Surely Gog and Magog are spreading corruption throughout the land. Should we pay you tribute, provided that you build a wall between us and them?”",262,16,4,121,Meccan,FALSE,19
18,The Cave,Al-Kahf,95,2235,"He responded, “What my Lord has provided for me is far better. But assist me with resources, and I will build a barrier between you and them.",262,16,4,121,Meccan,FALSE,12
18,The Cave,Al-Kahf,96,2236,"Bring me blocks of iron!” Then, when he had filled up ˹the gap˺ between the two mountains, he ordered, “Blow!” When the iron became red hot, he said, “Bring me molten copper to pour over it.”",262,16,4,121,Meccan,FALSE,21
18,The Cave,Al-Kahf,97,2237,And so the enemies could neither scale nor tunnel through it.,262,16,4,121,Meccan,FALSE,8
18,The Cave,Al-Kahf,98,2238,"He declared, “This is a mercy from my Lord. But when the promise of my Lord comes to pass, He will level it to the ground. And my Lord’s promise is ever true.”",262,16,4,121,Meccan,FALSE,17
18,The Cave,Al-Kahf,99,2239,"On that Day, We will let them and We will gather all ˹people˺ together.",262,16,4,122,Meccan,FALSE,13
18,The Cave,Al-Kahf,100,2240,"On that Day We will display Hell clearly for the disbelievers,",262,16,4,122,Meccan,FALSE,5
18,The Cave,Al-Kahf,101,2241,those who turned a blind eye to My Reminder and could not stand listening ˹to it˺.,262,16,4,122,Meccan,FALSE,11
18,The Cave,Al-Kahf,102,2242,Do the disbelievers think they can ˹simply˺ take My servants as lords instead of Me? We have surely prepared Hell as an accommodation for the disbelievers.,263,16,4,122,Meccan,FALSE,15
18,The Cave,Al-Kahf,103,2243,"Say, ˹O Prophet,˺ “Shall we inform you of who will lose the most deeds?",263,16,4,122,Meccan,FALSE,5
18,The Cave,Al-Kahf,104,2244,"˹They are˺ those whose efforts are in vain in this worldly life, while they think they are doing good!”",263,16,4,122,Meccan,FALSE,11
18,The Cave,Al-Kahf,105,2245,"It is they who reject the signs of their Lord and their meeting with Him, rendering their deeds void, so We will not give their deeds any weight on Judgment Day.",263,16,4,122,Meccan,FALSE,14
18,The Cave,Al-Kahf,106,2246,"That is their reward: Hell, for their disbelief and mockery of My signs and messengers.",263,16,4,122,Meccan,FALSE,9
18,The Cave,Al-Kahf,107,2247,"Indeed, those who believe and do good will have the Gardens of Paradise as an accommodation,",263,16,4,122,Meccan,FALSE,10
18,The Cave,Al-Kahf,108,2248,"where they will be forever, never desiring anywhere else.",263,16,4,122,Meccan,FALSE,6
18,The Cave,Al-Kahf,109,2249,"Say, ˹O Prophet,˺ “If the ocean were ink for ˹writing˺ the Words of my Lord, it would certainly run out before the Words of my Lord were finished, even if We refilled it with its equal.”",263,16,4,122,Meccan,FALSE,18
18,The Cave,Al-Kahf,110,2250,"Say, ˹O Prophet,˺ “I am only a man like you, ˹but˺ it has been revealed to me that your God is only One God. So whoever hopes for the meeting with their Lord, let them do good deeds and associate none in the worship of their Lord.”",263,16,4,122,Meccan,FALSE,25
19,Mary,Maryam,1,2251,Kãf-Ha-Ya-’Aĩn- sãd.,264,16,4,122,Meccan,FALSE,1
19,Mary,Maryam,2,2252,"˹This is˺ a reminder of your Lord’s mercy to His servant Zachariah,",264,16,4,122,Meccan,FALSE,5
19,Mary,Maryam,3,2253,"when he cried out to his Lord privately,",264,16,4,122,Meccan,FALSE,5
19,Mary,Maryam,4,2254,"saying, “My Lord! Surely my bones have become brittle, and grey hair has spread across my head, but I have never been disappointed in my prayer to You, my Lord!",264,16,4,122,Meccan,FALSE,14
19,Mary,Maryam,5,2255,"And I am concerned about ˹the faith of˺ my relatives after me, since my wife is barren. So grant me, by Your grace, an heir,",264,16,4,122,Meccan,FALSE,13
19,Mary,Maryam,6,2256,"who will inherit ˹prophethood˺ from me and the family of Jacob, and make him, O  Lord, pleasing ˹to You˺!”",264,16,4,122,Meccan,FALSE,9
19,Mary,Maryam,7,2257,"˹The angels announced,˺ “O Zachariah! Indeed, We give you the good news of ˹the birth of˺ a son, whose name will be John—a name We have not given to anyone before.”",264,16,4,122,Meccan,FALSE,12
19,Mary,Maryam,8,2258,"He wondered, “My Lord! How can I have a son when my wife is barren, and I have become extremely old?”",264,16,4,122,Meccan,FALSE,14
19,Mary,Maryam,9,2259,"An angel replied, “So will it be! Your Lord says, ‘It is easy for Me, just as I created you before, when you were nothing!’”",264,16,4,122,Meccan,FALSE,14
19,Mary,Maryam,10,2260,"Zachariah said, “My Lord! Grant me a sign.” He responded, “Your sign is that you will not ˹be able to˺ speak to people for three nights, despite being healthy.”",264,16,4,122,Meccan,FALSE,14
19,Mary,Maryam,11,2261,"So he came out to his people from the sanctuary, signalling to them to glorify ˹Allah˺ morning and evening.",264,16,4,122,Meccan,FALSE,11
19,Mary,Maryam,12,2262,"˹It was later said,˺ “O John! Hold firmly to the Scriptures.” And We granted him wisdom while ˹he was still˺ a child,",264,16,4,122,Meccan,FALSE,8
